"all.global.toolbar.channel.properties.alt","Properties","en",1
"all.global.toolbar.channel.recalculate","Recalculate","en",1
"all.global.toolbar.channel.recalculate.alt","Recalculate","en",1
"all.global.toolbar.channel.remove","Delete","en",1
"all.global.toolbar.channel.remove.alt","Delete","en",1
"all.global.toolbar.channel.submit","{@all.global.toolbar.action.submit}","en",1
"all.global.toolbar.channel.submit.alt","{@all.global.toolbar.action.submit.alt}","en",1
"all.global.toolbar.discussion.info_links","Info ","en",1
"all.global.toolbar.discussion.info_links.alt","Info ","en",1
"all.global.toolbar.discussion.next_post","Next Post","en",1
"all.global.toolbar.discussion.next_post.alt","Next Post","en",1
"all.global.toolbar.discussion.previous_post","Previous Post","en",1
"all.global.toolbar.discussion.previous_post.alt","Previous Post","en",1
"all.global.toolbar.discussion.reply","Reply","en",1
"all.global.toolbar.discussion.reply.alt","Reply","en",1
"all.global.toolbar.document.check_in","Check In","en",1
"all.global.toolbar.document.check_in.alt","Check In","en",1
"all.global.toolbar.document.check_out","Check Out","en",1
"all.global.toolbar.document.check_out.alt","Check Out","en",1
"all.global.toolbar.document.create_new_folder","Create New Folder","en",1
"all.global.toolbar.document.create_new_folder.alt","Create New Folder","en",1
"all.global.toolbar.document.move","Move","en",1
"all.global.toolbar.document.move.alt","Move","en",1
"all.global.toolbar.document.undo_check_out","Undo Check Out","en",1
"all.global.toolbar.document.undo_check_out.alt","Undo Check Out","en",1
"all.global.toolbar.document.view","View","en",1
"all.global.toolbar.document.view.alt","View","en",1
"all.global.toolbar.schedule.linktasks","Link Tasks","en",1
"all.global.toolbar.schedule.linktasks.alt","Link Tasks","en",1
"all.global.toolbar.schedule.percentage","Update % Complete","en",1
"all.global.toolbar.schedule.percentage.alt","Update Percent Complete","en",1
"all.global.toolbar.schedule.phase","Assign Task to Phase","en",1
"all.global.toolbar.schedule.phase.alt","Assign task to a phase","en",1
"all.global.toolbar.schedule.recalculate","Recalculate","en",1
"all.global.toolbar.schedule.recalculate.alt","Recalculate Start Date, Finish Date, and Duration","en",1
"all.global.toolbar.schedule.resources","Assign Resource","en",1
"all.global.toolbar.schedule.resources.alt","Assign Resource(s)","en",1
"all.global.toolbar.schedule.taskdown","Move Task Down","en",1
"all.global.toolbar.schedule.taskdown.alt","Move Task(s) Down","en",1
"all.global.toolbar.schedule.taskleft","Unindent Task","en",1
"all.global.toolbar.schedule.taskleft.alt","Unindent Task(s)","en",1
"all.global.toolbar.schedule.taskright","Indent Task","en",1
"all.global.toolbar.schedule.taskright.alt","Indent Task(s)","en",1
"all.global.toolbar.schedule.taskup","Move Task Up","en",1
"all.global.toolbar.schedule.taskup.alt","Move Task(s) Up","en",1
"all.global.toolbar.schedule.unlinktasks","Unlink Tasks","en",1
"all.global.toolbar.schedule.unlinktasks.alt","Unlink Tasks","en",1
"all.global.toolbar.standard.addexternal","Add External Task","en",1
"all.global.toolbar.standard.addexternal.alt","Add External","en",1
"all.global.toolbar.standard.blogit","Blog-it","en",0
"all.global.toolbar.standard.blogit.alt","Blog-it","en",0
"all.global.toolbar.standard.bulkinvitation","Manage Directories","en",1
"all.global.toolbar.standard.bulkinvitation.alt","Manage Directories","en",1
"all.global.toolbar.standard.capturework","Capture Work","en",1
"all.global.toolbar.standard.capturework.alt","{@all.global.toolbar.standard.capturework}","en",1
"all.global.toolbar.standard.copy","Copy","en",1
"all.global.toolbar.standard.copy.alt","Copy","en",1
"all.global.toolbar.standard.create","New","en",1
"all.global.toolbar.standard.create.alt","New","en",1
"all.global.toolbar.standard.export","Export MSP","en",1
"all.global.toolbar.standard.export.alt","Export MSP","en",1
"all.global.toolbar.standard.exportpdf","Export Gantt PDF","en",0
"all.global.toolbar.standard.exportpdf.alt","Export Gantt PDF","en",0
"all.global.toolbar.standard.help","Help","en",1
"all.global.toolbar.standard.help.alt","Help","en",1
"all.global.toolbar.standard.import","Import MSP","en",1
"all.global.toolbar.standard.import.alt","Import MSP","en",1
"all.global.toolbar.standard.link","Link","en",1
"all.global.toolbar.standard.link.alt","Link","en",1
"all.global.toolbar.standard.modify","Edit","en",1
"all.global.toolbar.standard.modify.alt","Edit","en",1
"all.global.toolbar.standard.notify","Notify","en",1
"all.global.toolbar.standard.notify.alt","Notify","en",1
"all.global.toolbar.standard.properties","Properties","en",1
"all.global.toolbar.standard.properties.alt","Properties","en",1
"all.global.toolbar.standard.refresh","Refresh","en",1
"all.global.toolbar.standard.refresh.alt","Refresh","en",1
"all.global.toolbar.standard.remove","Remove","en",1
"all.global.toolbar.standard.remove.alt","Delete","en",1
"all.global.toolbar.standard.search","Search","en",1
"all.global.toolbar.standard.search.alt","Search","en",1
"all.global.toolbar.standard.security","Security","en",1
"all.global.toolbar.standard.security.alt","Security","en",1
"all.global.toolbar.standard.share","Share Task","en",1
"all.global.toolbar.standard.share.alt","Share","en",1
"all.global.toolbar.standard.undodelete","Restore deleted item","en",1
"all.global.toolbar.standard.undodelete.alt","Restore deleted item","en",1
"all.global.toolbar.standard.wiki","Wiki","en",0
"all.global.toolbar.standard.wiki.alt","Wiki","en",0
"all.global.toolbar.standard.workflow","Add to Workflow","en",1
"all.global.toolbar.standard.workflow.alt","Add to Workflow","en",1
"business.report.projectstatusreport.noprojectsfound.name","No Projects Found","en",1
"notification.viewsubscription.remove.link","Delete Notification","en",1
"pnet.help.include_outside.assignment_update_sjsp","Assignment Update","en",1
"prm.activity.at.message","at","en",1
"prm.activity.button.apply.message","Apply","en",1
"prm.activity.by.message","by","en",1
"prm.activity.clearall.message","Clear All","en",1
"prm.activity.continueddatemessage.message","{0} continues on next page","en",1
"prm.activity.dateon.message","on","en",1
"prm.activity.displaydate.message","cont.","en",1
"prm.activity.nextentries.title","Next","en",1
"prm.activity.preventries.title","Previous","en",1
"prm.activity.selectall.message","Select All","en",1
"prm.admin.configuration.editTokens.emptyTokenProperties.error.message","Empty Token Property Value. Token Properties was not updated  ","en",1
"prm.admin.docvoult.docRootUpdate.path.error.message","Path is not valid or it is empty","en",1
"prm.admin.profile.license.history.usage.message","{0} of {1}","en",1
"prm.application.domain.defaultregistrationinstructions","Choose this domain to let this application manage your password","en",1
"prm.application.domain.directory.ldap.attributemapping.fetchattributes","Fetch Attributes From Username","en",1
"prm.application.domain.directory.ldap.attributemapping.fetchattributes.validate.required","Please enter a lookup username","en",1
"prm.application.domain.directory.ldap.attributemapping.instructions","You may make changes to the mapping by entering LDAP attribute IDs. By entering a username and clicking the search button, a list of available LDAP attribute IDs will be loaded from the server, based on the settings defined above.  The LDAP attributes will consist of only those attributes found in that user's record.","en",1
"prm.application.domain.directory.ldap.attributemapping.ldapattribute","Mapped to LDAP Attribute","en",1
"prm.application.domain.directory.ldap.attributemapping.ldapattributevaluenumber","Attribute value number (Optional)","en",1
"prm.application.domain.directory.ldap.attributemapping.profileproperty","Profile Property","en",1
"prm.application.domain.directory.ldap.attributemapping.title","Attribute Mapping","en",1
"prm.application.domain.directory.ldap.automaticRegistration","Allow Automatic Registration for this Domain","en",1
"prm.application.domain.directory.ldap.autoregister.required.displayname","Automatic Registration requires that the Display Name attribute be mapped","en",1
"prm.application.domain.directory.ldap.autoregister.required.firstname","Automatic Registration requires that the First Name attribute be mapped","en",1
"prm.application.domain.directory.ldap.autoregister.required.lastname","Automatic Registration requires that the Last Name attribute be mapped","en",1
"prm.application.domain.directory.ldap.availableforsearch","Make available for searching when inviting to workspace?","en",1
"prm.application.domain.directory.ldap.availableforsearch.displayname","Display Name","en",1
"prm.application.domain.directory.ldap.availableforsearch.displayname.instructions","This is the name displayed when a user is selecting this directory from a list of directories during workspace invitation.","en",1
"prm.application.domain.directory.ldap.availableforsearch.displayname.validate.required","Please enter a display name for directory search or uncheck the checkbox","en",1
"prm.application.domain.directory.ldap.edit.title","Edit LDAP Authentication Provider Configuration","en",1
"prm.application.domain.directory.ldap.hostnamelist","Hostname List","en",1
"prm.application.domain.directory.ldap.hostnamelist.example","ldapserv1:389, ldapserver2, ldapserv3:390","en",1
"prm.application.domain.directory.ldap.hostnamelist.validate.required","Please enter at least one hostname","en",1
"prm.application.domain.directory.ldap.loginnameattribute","Login Name Attribute","en",1
"prm.application.domain.directory.ldap.loginnameattribute.example","uid, alias","en",1
"prm.application.domain.directory.ldap.loginnameattribute.validate.required","Please enter a Login Name Attribute","en",1
"prm.application.domain.directory.ldap.nonauthaccess.anonymous","LDAP servers support anonymous authentication","en",1
"prm.application.domain.directory.ldap.nonauthaccess.label1","For access without authentication","en",1
"prm.application.domain.directory.ldap.nonauthaccess.specificuser","Authenticate with this specific user","en",1
"prm.application.domain.directory.ldap.nonauthaccess.specificuser.password","Password","en",1
"prm.application.domain.directory.ldap.nonauthaccess.specificuser.password.instructions","<b>Note:</b> This is stored in plain text in the database","en",1
"prm.application.domain.directory.ldap.nonauthaccess.specificuser.password.validate.required","Please enter a password","en",1
"prm.application.domain.directory.ldap.nonauthaccess.specificuser.userdn","User DN","en",1
"prm.application.domain.directory.ldap.nonauthaccess.specificuser.userdn.example","uid=guest, ou=People","en",1
"prm.application.domain.directory.ldap.nonauthaccess.specificuser.userdn.instructions","This must be relative to the Search Base DN specified above.  For example: <code>{@prm.application.domain.directory.ldap.nonauthaccess.specificuser.userdn.example}</code>","en",1
"prm.application.domain.directory.ldap.nonauthaccess.specificuser.userdn.validate.required","Please enter a user DN","en",1
"prm.application.domain.directory.ldap.nonauthaccess.validate.required","Please select a radio option","en",1
"prm.application.domain.directory.ldap.options.label","Domain Options","en",1
"prm.application.domain.directory.ldap.searchbasedn","Search Base DN","en",1
"prm.application.domain.directory.ldap.searchbasedn.example","dc=arius, dc=com","en",1
"prm.application.domain.directory.ldap.searchbasedn.validate.required","Please enter a Search Base DN","en",1
"prm.application.domain.directory.ldap.searchfilterexpression","Object Limit Filter","en",1
"prm.application.domain.directory.ldap.searchfilterexpression.example","(objectclass=person), (&(objectclass=person)(mail=*))","en",1
"prm.application.domain.directory.ldap.searchfilterexpression.validate.required","Please enter an Object Limit Filter","en",1
"prm.application.domain.directory.ldap.searchtree.allbranches","Look in all branches below Search Base DN","en",1
"prm.application.domain.directory.ldap.searchtree.label1","When looking up users","en",1
"prm.application.domain.directory.ldap.searchtree.subtree","Look in this subtree below Search Base DN","en",1
"prm.application.domain.directory.ldap.searchtree.subtree.example","ou=People","en",1
"prm.application.domain.directory.ldap.searchtree.subtree.validate.required","Please enter a subtree","en",1
"prm.application.domain.directory.ldap.searchtree.validate.required","Please select a search radio option","en",1
"prm.application.domain.directory.ldap.sslhostnamelist","SSL Hostname List","en",1
"prm.application.domain.directory.ldap.sslhostnamelist.example","ldapserv1:636, ldapserver2, ldapserv3:637","en",1
"prm.application.domain.directory.ldap.sslhostnamelist.validate.required","Please enter at least one SSL hostname or uncheck the checkbox","en",1
"prm.application.domain.directory.ldap.toolbar.action.test","Submit & Test","en",1
"prm.application.domain.directory.ldap.usessl","Use SSL","en",1
"prm.application.domain.userdomainlistview.channel.title","User Domain List","en",1
"prm.application.domainmigration.wizardpage1.channel.title","Initial Instructions for Domain Migration","en",1
"prm.application.domainmigration.wizardpage2.channel.title","Domain Manager Wizard (Select Target Domain)","en",1
"prm.application.domainmigration.wizardpage2.domainselectionlist.label","""Target"" domain for migration","en",1
"prm.application.domainmigration.wizardpage2.migrationmessage.label","User Instructions for Domain Migration","en",1
"prm.application.domainmigration.wizardpage2.title","Domain Manager Wizard (Configuration Support)","en",1
"prm.application.domainmigration.wizardpage3.channel.title","Configuration Support Section","en",1
"prm.application.domainmigration.wizardpage3.configurationsnotsupported.message","The ""Target"" domain selected ({0}) is not supported by following configurations:","en",1
"prm.application.domainmigration.wizardpage4.channel.title","Domain Manager Wizard (Confirmation)","en",1
"prm.application.domainmigration.wizardpage4.finish.confirm","This will generate migration records for ALL Active users of the domain.  Continue?","en",1
"prm.application.domainmigration.wizardpage4.title","Domain Migration Initiation Final Step","en",1
"prm.application.main.metrics","Application Metrics","en",1
"prm.application.nav.appmanager","Manage","en",1
"prm.application.nav.billingmanager","Billing","en",1
"prm.application.nav.buildinfo","Build Info","en",1
"prm.application.nav.businesslist","Businesses","en",1
"prm.application.nav.classlookup","Class Lookup","en",1
"prm.application.nav.configuration","Configurations","en",1
"prm.application.nav.connectioninfo","Connections","en",1
"prm.application.nav.docvault","Doc Vault","en",1
"prm.application.nav.domainmanager","Domains","en",1
"prm.application.nav.form","{@prm.global.tool.form.name}","en",1
"prm.application.nav.formadministrator","Forms","en",1
"prm.application.nav.handlermapping","Mappings","en",1
"prm.application.nav.licensemanager","Licensing","en",1
"prm.application.nav.peoplelist","Person List","en",1
"prm.application.nav.personlist","Person List","en",1
"prm.application.nav.projectlist","Projects","en",1
"prm.application.nav.space.business","Business","en",1
"prm.application.nav.space.enterprise","Enterprise","en",1
"prm.application.nav.space.personal","Personal","en",1
"prm.application.nav.space.projects","Projects","en",1
"prm.application.nav.space.resource","Resources","en",1
"prm.application.nav.systemsettings","Sys. Settings","en",1
"prm.application.nav.systemstatus","System Status","en",1
"prm.application.nav.template","Template Copy","en",1
"prm.application.nav.userlist","Users","en",1
"prm.application.nav.utilities","Utilities","en",1
"prm.application.nav.workspace","Workspaces","en",1
"prm.application.security.group.type.spaceadmin.description","Application Administrator Role","en",1
"prm.application.space.objecttype.description","Application Space","en",1
"prm.application.template.copy.dest","ID of Workspace to copy template","en",1
"prm.application.template.copy.src","ID of Template to Copy","en",1
"prm.application.userlist.modifyuser.login.directoryloaderror.message","We were unable to load the user record from the directory provider.  If this user is stored in an LDAP directory, this could be because the username has been changed in the LDAP directory.  If you believe this to be the case, change the username below and try again.","en",1
"prm.applicationspace.module.description","Application Space","en",1
"prm.assignments.blogpost.noselection.message","Please select a node from tree before posting a blog entry.","en",1
"prm.assignments.filter.invaliddate.message","Invalid Date.","en",1
"prm.assignments.filters.dates.label","Dates","en",1
"prm.assignments.filters.duedate.emptytext","Due Date","en",1
"prm.assignments.filters.emptyduedate.errormessage","Please select due date.","en",1
"prm.assignments.filters.emptystartdate.errormessage","Please select start date.","en",1
"prm.assignments.filters.invaliddateformat.errormessage","Current date is not a valid date. It must be in the format {0}","en",1
"prm.assignments.filters.invalidduedate.errormessage","Invalid due date!","en",1
"prm.assignments.filters.invalidstartdate.errormessage","Invalid start date!","en",1
"prm.assignments.filters.startdate.emptytext","Start Date","en",1
"prm.assignments.filters.startdateafterduedate.errormessage","Start date can not be after due date.","en",1
"prm.assignments.invalidnumber.message","The number you entered for percent complete ""{0}"" is not a valid number.","en",1
"prm.assignments.newassignment.clicktoedit.tooltip","Click to edit","en",1
"prm.assignments.newassignment.project.label","Project :","en",1
"prm.assignments.update.timeparseerror.message","{0} is not a valid time.  Please enter time in this style: {1}","en",1
"prm.assignments.update.timerangeerror.message","Time {0} is overlapping with previous time {1}.  Please enter non overlapping times.","en",1
"prm.base.errors.button.return.label","Return","en",1
"prm.base.errors.generic.message","Please press the return button to go back to the previous page.","en",1
"prm.base.errors.message","An error was encountered:","en",1
"prm.base.errors.pagetitle","Error","en",1
"prm.base.errors.pleaselogin.message","Please Login","en",1
"prm.base.errors.reportErrors.email","support@project.net","en",1
"prm.base.errors.reporterror.label","Report Error","en",1
"prm.base.errors.stacktrace.label","Stack Trace","en",1
"prm.base.invitation.status.message","Sorry, you have already accepted or declined this Invitation earlier","en",1
"prm.base.invitation.status.pagetitle","Invitation Action Status","en",1
"prm.base.reporterrors.additionalinfo.label","Additional Information","en",1
"prm.base.reporterrors.browser.info.label","Browser Info:","en",1
"prm.base.reporterrors.browserinfo.label","Browser Info:","en",1
"prm.base.reporterrors.bug.report.label","Bug Report","en",1
"prm.base.reporterrors.bugreport.label","Bug Report","en",1
"prm.base.reporterrors.click.here.report.label","Click here to hide the contents of the report","en",1
"prm.base.reporterrors.current.date.label","Current Date:","en",1
"prm.base.reporterrors.current.path.info.label","Current Path Info:","en",1
"prm.base.reporterrors.current.space.id.label","Current Space ID:","en",1
"prm.base.reporterrors.current.space.label","Current Space:","en",1
"prm.base.reporterrors.currentdate.label","Current Date:","en",1
"prm.base.reporterrors.currentpathinfo.label","Current Path Info","en",1
"prm.base.reporterrors.currentspaceid.label","Current Workspace ID:","en",1
"prm.base.reporterrors.currentspacename.label","Current Workspace Name:","en",1
"prm.base.reporterrors.email.label","Email:","en",1
"prm.base.reporterrors.error.description.label","Error Description","en",1
"prm.base.reporterrors.errordescription.label","Please describe what you where doing when the error occurred","en",1
"prm.base.reporterrors.hidecontents.message","Click here to hide the contents of the report","en",1
"prm.base.reporterrors.instructions","Thank you for helping us to improve our product.  Please fill in the description below of what you were doing in the application when the error was thrown.","en",1
"prm.base.reporterrors.instructions.label","Thank you for helping us to improve our product.  Please fill in the description below of what you were doing in the application when the error was thrown.","en",1
"prm.base.reporterrors.name.label","Name:","en",1
"prm.base.reporterrors.reproduction.steps.label","Reproduction Steps","en",1
"prm.base.reporterrors.reproductionsteps.label","Please tell us how to reproduce the problem (step-by-step)","en",1
"prm.base.reporterrors.server.name.label","Server Name:","en",1
"prm.base.reporterrors.server.name.unavailable.label","Server name unavailable","en",1
"prm.base.reporterrors.servername.label","Server Name:","en",1
"prm.base.reporterrors.showcontents.message","Click here to show the contents of the report","en",1
"prm.base.reporterrors.stacktrace.label","Stack Trace:","en",1
"prm.base.reporterrors.unavailable.label","Unavailable","en",1
"prm.base.reporterrors.user.agent.unavailable.label","User agent unavailable","en",1
"prm.base.reporterrors.user.id.label","User ID:","en",1
"prm.base.reporterrors.userid.label","User ID:","en",1
"prm.base.reporterrors.username.label","User name:","en",1
"prm.base.reporterrros.email.label","Email:","en",1
"prm.base.reporterrros.username.label","User Name:","en",1
"prm.billing.payment.chargecode.description","Charge Code","en",1
"prm.billing.payment.creditcard.description","Credit Card","en",1
"prm.billing.payment.trial.description","Trail","en",1
"prm.blog.activity.createdblogpost.message","created blog post","en",1
"prm.blog.activity.deletedblogpost.message","deleted blog post","en",1
"prm.blog.activity.editedblogpost.message","edited blog post","en",1
"prm.blog.addweblogentry.assignments.label","Assignments : ","en",1
"prm.blog.addweblogentry.cancelbutton.caption","Cancel","en",1
"prm.blog.addweblogentry.content.label","Message :","en",1
"prm.blog.addweblogentry.date.label","Date : ","en",1
"prm.blog.addweblogentry.explainwhyimportant.message","Explain why this entry is important","en",1
"prm.blog.addweblogentry.important.label","Important ? ","en",1
"prm.blog.addweblogentry.postbutton.caption","Submit","en",1
"prm.blog.addweblogentry.securityvalidation.message","You do not have permssion to create blog entry in this space.","en",1
"prm.blog.addweblogentry.title.label","Subject : ","en",1
"prm.blog.addweblogentry.validation.message","Message should not be blank","en",1
"prm.blog.addweblogentrycomment.addcommentbutton.caption","Add Comment","en",1
"prm.blog.addweblogentrycomment.cancelbutton.caption","Cancel","en",1
"prm.blog.addweblogentrycomment.content.label","Message :","en",1
"prm.blog.addweblogentrycomment.date.label","Date : ","en",1
"prm.blog.addweblogentrycomment.validation.message","Message should not be blank","en",1
"prm.blog.deleteweblogentrywithtimeentry.confirm.message","Are you sure to delete this blog entry? <br /> This will not remove time entry. To remove time entry you need to make correcting time entry in another blog entry or the time sheet.","en",1
"prm.blog.lastblogit.overdayslimit","60","en",1
"prm.blog.module.description","Blog","en",1
"prm.blog.objecttype.description","Blog","en",1
"prm.blog.tab.blogentriesfound.message","{0} blog entries found","en",1
"prm.blog.tab.blogentriesshown.message","{0} blog entries shown","en",1
"prm.blog.tab.noblogentriesobject.message","No blog entries for this object","en",1
"prm.blog.tab.noblogsfound.message","Blog entries not found","en",1
"prm.blog.tab.oneblogentryfound.message","1 blog entry found","en",1
"prm.blog.tab.selectobject.message","Select any object from left pane to see corresponding blog entries.","en",1
"prm.blog.timesheet.belowzero.error.message","Total number of hours worked for any assignment cannot go below zero","en",1
"prm.blog.timesheet.calculateestimate.failure.message","Error occurred while calculating total estimated hours, please try again!","en",1
"prm.blog.timesheet.change.title","Change","en",1
"prm.blog.timesheet.complete.title","Complete","en",1
"prm.blog.timesheet.dailytotals.title","Daily Totals","en",1
"prm.blog.timesheet.day.title","day","en",1
"prm.blog.timesheet.done.option.title","Done","en",1
"prm.blog.timesheet.endtimeafterstarttime.error.message","End time must be after Start time","en",1
"prm.blog.timesheet.estimatedremaining.title","Estimated <br/>Remaining","en",1
"prm.blog.timesheet.estimatedtotalwork.error.message","Estimated work cannot be lesser than completed work.","en",1
"prm.blog.timesheet.estimatesnotaccurate.title","Estimates Not Accurate?","en",1
"prm.blog.timesheet.estimatesnotaccurateexplain.message","Your message should explain why <br/> you changed the estimates.","en",1
"prm.blog.timesheet.history.title","History","en",1
"prm.blog.timesheet.historydetail.failure.message","Error occurred while getting history for selected assignment.","en",1
"prm.blog.timesheet.internalserver.error.message","Internal Server Error!","en",1
"prm.blog.timesheet.serverrequest.failure.message","Server Request Failed..","en",1
"prm.blog.timesheet.timeentry.title","Time Entry :","en",1
"prm.blog.timesheet.totalestimated.title","Total <br/>Estimated","en",1
"prm.blog.timesheet.totalreported.title","Total <br/>Reported","en",1
"prm.blog.timesheet.week.title","week","en",1
"prm.blog.timesheet.workcapturedinfoforallassignments.message","{0} has captured total {1} work for all assignments including {2} on {3}.","en",1
"prm.blog.timesheet.workcapturedinfofortask.message","{0} has captured {1} work on {2} for {3}.","en",1
"prm.blog.timesheet.workcomplete.label","Work Complete","en",1
"prm.blog.timesheet.workhourslessthanzero.error.message","Please enter hours greater than zero.","en",1
"prm.blog.timesheet.worknotcapturedinfoforallassignments.message","{0} has not captured any work for any assignment including {1} on {2}.","en",1
"prm.blog.timesheet.worknotcapturedinfofortask.message","{0} has not captured any work on {1} for {2}.","en",1
"prm.blog.timesheet.workremaining.label","Work Remaining","en",1
"prm.blog.viewblog.addacomment.link","New comment","en",1
"prm.blog.viewblog.blog.header","Blog","en",1
"prm.blog.viewblog.blogentryurl.label","Blog Entry URL","en",1
"prm.blog.viewblog.blogview.label","Blog View","en",1
"prm.blog.viewblog.clickheretoseemoreposts.message","Go to Blog and see more posts","en",1
"prm.blog.viewblog.collapse.tooltip","Collapse","en",1
"prm.blog.viewblog.commenton.label","Comment On","en",1
"prm.blog.viewblog.commentpopup.title","Add Comment","en",1
"prm.blog.viewblog.comments.label","comments :","en",1
